country_name,country_code,indicator_name,indicator_code,year,debt_value
Cabo Verde,CAB,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2011,500448513.2666168
Rwanda,RWA,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,24375476.42500383
Zambia,ZAM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2011,142452130.77220625
Solomon Islands,SOL,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2011,186532508.45365515
Zimbabwe,ZIM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,410869571.6659818
Central African Republic,CEN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2011,1060476634.7388992
Tonga,TON,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2011,149129578.42108995
Madagascar,MAD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2011,29875617.101246644
Ecuador,ECU,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2011,649168051.3988992
"Venezuela, RB",VEN,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2011,954352216.1012536
Botswana,BOT,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2011,213812303.4568931
Lao PDR,LAO,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2011,186109146.5498248
Guatemala,GUA,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2011,336323405.706555
"Iran, Islamic Rep.",IRA,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,110116202.89804822
Mali,MAL,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2011,117893772.62476984
Sierra Leone,SIE,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2011,824379006.1617706
Burundi,BUR,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2011,83222332.6824477
China,CHI,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2011,526954344.2267421
Zimbabwe,ZIM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2011,39726795.50567226
Belarus,BEL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2011,27867503.076318823
Burkina Faso,BUR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2011,32118814.40427503
China,CHI,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,696674730.3847715
Eritrea,ERI,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2011,261134433.3066497
Lebanon,LEB,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,1217028467.876569
Solomon Islands,SOL,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2011,136670569.5670151
Cameroon,CAM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,2855964968.372351
Dominica,DOM,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2011,1155341798.5801003
Jamaica,JAM,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2011,1055558408.6662954
Mauritania,MAU,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2011,549195143.9597278
Lesotho,LES,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,133950471.7523376
Guinea,GUI,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2011,20997838.23530992
Benin,BEN,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2011,3646038.884373024
Kyrgyz Republic,KYR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2011,52808391.25553729
"Egypt, Arab Rep.",EGY,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2011,4745293.399537345
Kenya,KEN,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2011,114859455.62043317
Senegal,SEN,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,10711649.357178776
Guatemala,GUA,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,163121010.39075705
Sao Tome and Principe,SAO,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2011,254833940.34819877
"Yemen, Rep.",YEM,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2011,291348733.1282033
Ghana,GHA,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2011,43545226.93281695
Mali,MAL,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2011,106293195.6693369
Maldives,MAL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2011,44151536.634304576
Comoros,COM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2011,25930826.83296488
Pakistan,PAK,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,570741450.7470018
Morocco,MOR,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2011,144180594.5110042
India,IND,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2011,208629732.41492265
Cameroon,CAM,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2011,2067599757.408702
Grenada,GRE,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,181596992.92127463
"Yemen, Rep.",YEM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2011,49893133.95244827
Armenia,ARM,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2011,219797795.36442232
Belarus,BEL,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2011,136511404.41348317
Guinea-Bissau,GUI,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2011,210357725.17717168
"Yemen, Rep.",YEM,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2011,171267621.8123153
Honduras,HON,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2011,146495351.9148004
Moldova,MOL,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2011,669474051.8040613
Kosovo,KOS,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2011,1289243333.7839406
Cambodia,CAM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2011,24352019.866803374
Syrian Arab Republic,SYR,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2011,723108599.5009917
Eswatini,ESW,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2011,2221380769.981947
South Africa,SOU,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2011,346400021.6131207
Kazakhstan,KAZ,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2011,54090959.032630734
Malawi,MAL,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2011,395069744.04308224
Kazakhstan,KAZ,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2011,18003837.800681222
Bolivia,BOL,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2011,1868744451.6418548
Senegal,SEN,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2011,22407144.732381504
Lao PDR,LAO,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2011,406756586.5957838
Belarus,BEL,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2011,20393991.13354113
Senegal,SEN,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2011,26046237.57122185
Paraguay,PAR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2011,36616283.13816403
Paraguay,PAR,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2011,77956422.73169962
St. Vincent and the Grenadines,ST.,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,143956573.38105118
Mexico,MEX,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2011,202072290.48937157
Kosovo,KOS,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2011,200112651.46539012
Fiji,FIJ,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2011,61852307.02930233
Niger,NIG,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2011,86614743.5751435
Sao Tome and Principe,SAO,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2011,110021330.37243226
Togo,TOG,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2011,34001673.35756548
Guinea-Bissau,GUI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2011,30996137.44508839
Tonga,TON,"Commitments, public and publicly guaranteed (COM, current US$)",DT.COM.DPPG.CD,2011,402511073.730938
Afghanistan,AFG,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2011,90575845.07220107
Tonga,TON,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2011,538101119.9127828
Mexico,MEX,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2011,231817219.7282965
Bulgaria,BUL,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,32881878.174331985
Guatemala,GUA,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2011,138804303.88364768
Nepal,NEP,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2011,181917475.2608747
Bulgaria,BUL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2011,11375943.0904025
"Iran, Islamic Rep.",IRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,327709567.450773
Georgia,GEO,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2011,3015199069.187442
"Egypt, Arab Rep.",EGY,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2011,671230.4734774644
Zimbabwe,ZIM,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2011,212177514.62865844
Chad,CHA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2011,307511311.1368765
Belarus,BEL,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2011,67294742.18704563
Samoa,SAM,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2011,8578062.886800574
Guinea-Bissau,GUI,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2011,109296391.54264072
Burundi,BUR,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2011,12606779.995428087
Turkey,TUR,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2011,1461219337.900157
Afghanistan,AFG,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2011,259691448.3159109
Paraguay,PAR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2011,12250787.184144156
Tajikistan,TAJ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2011,57532419.79019635
North Macedonia,NOR,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2011,70290422.48007835
Nicaragua,NIC,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2011,112087732.11040749
Guyana,GUY,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2011,674644998.52812
Costa Rica,COS,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2011,24041571.84436767
Ecuador,ECU,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,396134813.4518404
Bhutan,BHU,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2011,36396252.18372482
Zambia,ZAM,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,487810073.2672868
Jamaica,JAM,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2011,513509540.0883618
Morocco,MOR,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2011,31352926.98088493
Philippines,PHI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2011,248498918.60929152
Djibouti,DJI,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2011,187508987.27468944
Belize,BEL,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2011,206090305.39791587
China,CHI,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2011,213906005.86156505
Indonesia,IND,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2011,402963248.102242
"Congo, Dem. Rep.",CON,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2011,468597713.8213691
Maldives,MAL,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,2011,120605079.21187976
Djibouti,DJI,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,2011,834584023.2384797
Central African Republic,CEN,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2011,1135099533.9153974
Dominican Republic,DOM,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2011,786561565.912846
Tunisia,TUN,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2011,124887271.37621944
Tanzania,TAN,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,2011,18551186.946589537
Guinea,GUI,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2011,36210167.97718897
Vietnam,VIE,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2011,89560765.66978371
Kenya,KEN,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2011,68612292.41285937
Eritrea,ERI,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2011,27618206.932263087
Somalia,SOM,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,2011,5464839.912023414
Belarus,BEL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2011,22080277.83011453
Somalia,SOM,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,21185996.411644906
Morocco,MOR,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,2011,139354188.84607637
China,CHI,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,2011,375884829.0783295
Grenada,GRE,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,2011,111651050.41313636
"Egypt, Arab Rep.",EGY,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",DT.INT.DPPG.CD,2011,6740264.20613114
Burkina Faso,BUR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2011,31390291.178238824
Chad,CHA,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,2011,79913670.65896904
Argentina,ARG,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2011,1046863030.815534
Paraguay,PAR,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,2011,47456171.26679452
Belarus,BEL,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,2011,142252138.51788178
Liberia,LIB,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2011,127359998.42581348
Mali,MAL,"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,2011,197628552.24156323
Ukraine,UKR,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,2011,40262030.24527939
Albania,ALB,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2011,42341356.350944966
Gabon,GAB,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,2011,5539568376.707328
